Value,Count,Clip_OutRaster_LC20_BPS_220_tif,Clip_OutRaster_LC22_EVT_230_tif,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
3663,116.000000000000000,465,7169,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
3664,383.000000000000000,465,7106,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3665,14339.000000000000000,465,7126,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
3666,1068.000000000000000,470,7106,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3667,89.000000000000000,476,7145,11400_10_19,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,146,-9999,-9999,146,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
3668,1.000000000000000,476,7011,11400_10_19,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,146,-9999,-9999,146,Rocky Mountain Aspen Forest and Woodland,Hardwood
3669,389.000000000000000,464,7011,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Rocky Mountain Aspen Forest and Woodland,Hardwood
3670,20329.000000000000000,465,7166,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3671,179906.000000000000000,464,7166,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3672,387.000000000000000,479,7106,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3673,718.000000000000000,479,7145,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
3674,2652.000000000000000,464,7145,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
3675,4890.000000000000000,464,7106,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3676,25.000000000000000,476,7106,11400_10_19,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,146,-9999,-9999,146,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3677,68965.000000000000000,452,9018,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
3678,24287.000000000000000,485,9018,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
3679,3273.000000000000000,483,9018,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
3680,79.000000000000000,487,7011,11670_10_19,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer,335,2500,-9999,295,Rocky Mountain Aspen Forest and Woodland,Hardwood
3681,2801.000000000000000,483,7106,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3682,4776.000000000000000,485,7140,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
3683,1095.000000000000000,487,7140,11670_10_19,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer,335,2500,-9999,295,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
3684,1449.000000000000000,483,7011,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Rocky Mountain Aspen Forest and Woodland,Hardwood
3685,2378.000000000000000,483,7145,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
3686,1549.000000000000000,474,7055,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
3687,6688.000000000000000,474,7050,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Rocky Mountain Lodgepole Pine Forest,Conifer
3688,5174.000000000000000,459,7106,10460_10_19_20,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,401,340,-9999,184,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3689,279.000000000000000,485,7011,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Rocky Mountain Aspen Forest and Woodland,Hardwood
3690,218.000000000000000,465,7139,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
3691,463.000000000000000,465,7011,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Rocky Mountain Aspen Forest and Woodland,Hardwood
3692,2087.000000000000000,470,7140,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
3693,519.000000000000000,470,7050,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Rocky Mountain Lodgepole Pine Forest,Conifer
3694,313.000000000000000,465,7145,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
3695,4500.000000000000000,465,9022,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
3696,2061.000000000000000,475,7140,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
3697,18.000000000000000,487,7139,11670_10_19,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer,335,2500,-9999,295,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
3698,559.000000000000000,487,7106,11670_10_19,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer,335,2500,-9999,295,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3699,384.000000000000000,479,7140,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
3700,630.000000000000000,464,7053,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3701,10949.000000000000000,464,7140,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
3702,40.000000000000000,482,7056,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
3703,1001.000000000000000,482,7050,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Rocky Mountain Lodgepole Pine Forest,Conifer
3704,1651.000000000000000,482,7055,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
3705,276.000000000000000,464,7045,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
3706,30.000000000000000,464,7047,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
3707,355.000000000000000,464,7139,10550_10_19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,205,412,-9999,137,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
3708,708455.000000000000000,456,7166,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3709,2469.000000000000000,484,7166,11610_9_10_19,Northern Rocky Mountain Conifer Swamp,Conifer,386,-9999,-9999,386,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3710,5.000000000000000,476,7050,11400_10_19,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,146,-9999,-9999,146,Rocky Mountain Lodgepole Pine Forest,Conifer
3711,2510.000000000000000,465,9012,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
3712,425.000000000000000,475,7050,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Rocky Mountain Lodgepole Pine Forest,Conifer
3713,139159.000000000000000,456,7126,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
3714,116.000000000000000,465,7053,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3715,4450.000000000000000,485,7045,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
3716,8906.000000000000000,456,7106,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3717,30153.000000000000000,470,7126,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
3718,8602.000000000000000,485,7053,11660_9_10_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,112,54,106,27,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3719,1435.000000000000000,475,7145,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
3720,84858.000000000000000,474,7166,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3721,63.000000000000000,483,7047,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
3722,210.000000000000000,479,7053,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3723,103903.000000000000000,483,7166,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3724,354.000000000000000,479,7166,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3725,198.000000000000000,456,7047,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
3726,5891.000000000000000,479,7126,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
3727,3433.000000000000000,470,7166,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3728,10.000000000000000,479,7056,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
3729,7581.000000000000000,456,7045,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
3730,2659.000000000000000,482,9012,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
3731,12338.000000000000000,456,7053,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3732,2176.000000000000000,487,9018,11670_10_19,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer,335,2500,-9999,295,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
3733,733.000000000000000,465,7140,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
3734,1515.000000000000000,482,7166,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3735,185.000000000000000,470,7055,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
3736,7363.000000000000000,470,9018,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
3737,19864.000000000000000,473,7106,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3738,63674.000000000000000,459,7166,10460_10_19_20,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,401,340,-9999,184,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3739,9.000000000000000,465,7047,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
3740,881.000000000000000,475,7106,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3741,1547.000000000000000,475,7166,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
3742,521.000000000000000,474,7053,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3743,1985.000000000000000,456,7145,10451_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer,148,51,39,19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
3744,1176.000000000000000,483,7053,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3745,7464.000000000000000,474,7106,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
3746,220.000000000000000,475,7053,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3747,614.000000000000000,482,7053,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3748,481.000000000000000,470,7053,11060_10_19,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,100,446,-9999,82,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3749,68.000000000000000,484,7053,11610_9_10_19,Northern Rocky Mountain Conifer Swamp,Conifer,386,-9999,-9999,386,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3750,51.000000000000000,465,7045,10560_10_19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,181,-9999,-9999,181,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
3751,814.000000000000000,486,7053,11662_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna,Conifer,202,151,23,18,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3752,31.000000000000000,484,9012,11610_9_10_19,Northern Rocky Mountain Conifer Swamp,Conifer,386,-9999,-9999,386,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian
3753,92.000000000000000,486,7046,11662_19,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna,Conifer,202,151,23,18,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer
3754,3023.000000000000000,459,7169,10460_10_19_20,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,401,340,-9999,184,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland
3755,920.000000000000000,463,7053,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,354,56,17,13,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
3756,571.000000000000000,463,7050,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,354,56,17,13,Rocky Mountain Lodgepole Pine Forest,Conifer
3757,207.000000000000000,463,7055,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,354,56,17,13,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
3758,142.000000000000000,475,7055,11390_10_19,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,17,-9999,-9999,17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
